age,education-num,capital-gain,capital-loss,hours-per-week
41.58174724187871,15.739219097817026,2174.0,0.0,41.83893877982854
52.394654372269315,15.739219097817026,0.0,0.0,12.468294044805855
40.48668422384988,10.652706429598434,0.0,0.0,41.83893877982854
55.541333987929455,7.9151432326565825,0.0,0.0,41.83893877982854
29.536054043561606,15.739219097817026,0.0,0.0,41.83893877982854
39.39162120582105,16.937005551126287,0.0,0.0,41.83893877982854
51.34576116704927,5.1775800357147315,0.0,0.0,15.731699015363931
54.49244078270941,10.652706429598434,0.0,0.0,47.389217016107885
32.821243097648086,16.937005551126287,14084.0,0.0,52.626173935440235
44.00350873050894,15.739219097817026,5178.0,0.0,41.83893877982854
39.39162120582105,12.02148802806936,0.0,0.0,84.0479154514343
31.72618007961926,15.739219097817026,0.0,0.0,41.83893877982854
24.06073895341747,15.739219097817026,0.0,0.0,30.960922211301618
33.91630611567692,14.541432644507763,0.0,0.0,52.626173935440235
42.67681025990753,13.3436461911985,0.0,0.0,41.83893877982854
36.10643215173457,3.808798437243806,0.0,0.0,47.389217016107885
26.250864989475126,10.652706429598434,0.0,0.0,36.39993049556508
33.91630611567692,10.652706429598434,0.0,0.0,41.83893877982854
40.48668422384988,7.9151432326565825,0.0,0.0,52.626173935440235
45.05240193572899,16.937005551126287,0.0,0.0,47.389217016107885
42.67681025990753,19.332578457744813,0.0,0.0,63.10008777410493
56.5902271931495,10.652706429598434,0.0,0.0,20.082905642774698
37.2014951697634,5.1775800357147315,0.0,0.0,41.83893877982854
45.05240193572899,7.9151432326565825,0.0,2042.0,41.83893877982854
61.834693219249736,10.652706429598434,0.0,0.0,41.83893877982854
58.688013603589596,15.739219097817026,0.0,0.0,41.83893877982854
19.680486881302162,10.652706429598434,0.0,0.0,41.83893877982854
56.5902271931495,12.02148802806936,0.0,0.0,63.10008777410493
41.58174724187871,10.652706429598434,0.0,0.0,84.0479154514343
51.34576116704927,10.652706429598434,0.0,0.0,41.83893877982854
24.06073895341747,14.541432644507763,0.0,0.0,54.72095670317317
20.77554989933099,12.02148802806936,0.0,0.0,46.34182563224142
47.15018834616908,15.739219097817026,0.0,1408.0,41.83893877982854
31.72618007961926,12.02148802806936,0.0,0.0,41.83893877982854
22.965675935388642,12.02148802806936,0.0,0.0,14.64389735851124
50.29686796182922,7.9151432326565825,0.0,0.0,41.83893877982854
21.870612917359814,12.02148802806936,0.0,0.0,41.83893877982854
19.680486881302162,10.652706429598434,0.0,0.0,25.52191392703816
32.821243097648086,12.02148802806936,0.0,0.0,39.66333546612316
50.29686796182922,14.541432644507763,0.0,0.0,41.83893877982854
32.821243097648086,5.1775800357147315,0.0,0.0,45.29443424837495
55.541333987929455,15.739219097817026,0.0,0.0,41.83893877982854
25.155801971446298,15.739219097817026,0.0,0.0,52.626173935440235
51.34576116704927,10.652706429598434,0.0,0.0,41.83893877982854
26.250864989475126,10.652706429598434,0.0,0.0,36.39993049556508
59.73690680880964,15.739219097817026,0.0,0.0,41.83893877982854
55.541333987929455,10.652706429598434,0.0,0.0,39.66333546612316
46.101295140949034,16.937005551126287,0.0,0.0,41.83893877982854
42.954615525288894,13.3436461911985,0.0,0.0,41.83893877982854
30.631117061590434,13.3436461911985,0.0,0.0,45.29443424837495
26.250864989475126,12.02148802806936,0.0,0.0,41.83893877982854
18.585423863273334,10.652706429598434,0.0,0.0,30.960922211301618
49.247974756609175,18.13479200443555,0.0,1902.0,63.10008777410493
52.394654372269315,15.739219097817026,0.0,0.0,57.86313085477258
49.247974756609175,10.652706429598434,0.0,0.0,63.10008777410493
45.05240193572899,12.02148802806936,0.0,0.0,41.83893877982854
48.19908155138913,2.4400168387728804,0.0,0.0,41.83893877982854
37.2014951697634,13.3436461911985,0.0,0.0,41.83893877982854
42.954615525288894,10.652706429598434,0.0,0.0,50.53139116770729
31.72618007961926,10.652706429598434,5013.0,0.0,41.83893877982854
31.72618007961926,15.739219097817026,2407.0,0.0,41.83893877982854
33.91630611567692,3.808798437243806,0.0,0.0,41.83893877982854
50.29686796182922,10.652706429598434,0.0,0.0,41.83893877982854
44.00350873050894,19.332578457744813,0.0,0.0,47.389217016107885
30.631117061590434,12.02148802806936,0.0,0.0,61.005305006371984
38.29655818779223,10.652706429598434,0.0,0.0,41.83893877982854
29.536054043561606,12.02148802806936,0.0,0.0,41.83893877982854
55.541333987929455,10.652706429598434,0.0,0.0,41.83893877982854
51.34576116704927,12.02148802806936,0.0,0.0,52.626173935440235
26.250864989475126,12.02148802806936,0.0,0.0,41.83893877982854
19.680486881302162,12.02148802806936,0.0,0.0,33.136525525007
32.821243097648086,15.739219097817026,0.0,0.0,41.83893877982854
30.631117061590434,15.739219097817026,0.0,0.0,73.57400161276962
24.06073895341747,12.02148802806936,0.0,0.0,41.83893877982854
82.81255732365068,12.02148802806936,0.0,0.0,20.082905642774698
28.44099102553278,10.652706429598434,0.0,0.0,41.83893877982854
42.67681025990753,14.541432644507763,0.0,0.0,41.83893877982854
70.22583886101012,6.546361634185657,0.0,0.0,0.5024758194262435
18.585423863273334,7.9151432326565825,0.0,0.0,22.25850895648008
32.821243097648086,3.808798437243806,0.0,0.0,41.83893877982854
18.585423863273334,10.652706429598434,0.0,0.0,30.960922211301618
54.49244078270941,15.739219097817026,0.0,0.0,41.83893877982854
48.19908155138913,10.652706429598434,0.0,0.0,41.83893877982854
61.834693219249736,10.652706429598434,0.0,0.0,50.53139116770729
46.101295140949034,10.652706429598434,14344.0,0.0,41.83893877982854
55.541333987929455,10.652706429598434,0.0,0.0,36.39993049556508
51.34576116704927,10.652706429598434,0.0,0.0,41.83893877982854
35.01136913370574,16.937005551126287,0.0,0.0,52.626173935440235
31.72618007961926,5.1775800357147315,0.0,0.0,41.83893877982854
45.05240193572899,19.332578457744813,0.0,0.0,52.626173935440235
59.73690680880964,13.3436461911985,0.0,0.0,41.83893877982854
39.39162120582105,12.02148802806936,0.0,0.0,41.83893877982854
29.536054043561606,12.02148802806936,0.0,0.0,25.52191392703816
31.72618007961926,10.652706429598434,0.0,1573.0,36.39993049556508
36.10643215173457,15.739219097817026,0.0,0.0,41.83893877982854
30.631117061590434,12.02148802806936,0.0,0.0,52.626173935440235
50.29686796182922,19.332578457744813,0.0,1902.0,63.10008777410493
39.39162120582105,12.02148802806936,0.0,0.0,50.53139116770729
